Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,ASV,Total,Percent,Prevalence
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__unclassified_f__Intrasporangiaceae,s__unclassified_f__Intrasporangiaceae,ASV273,61,0.00014,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas,ASV693,54,0.00012,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Rhizobiaceae,g__unclassified_f__Rhizobiaceae,s__unclassified_f__Rhizobiaceae,ASV279,54,0.00012,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__unclassified_g__Massilia,ASV618,64,0.00014,0.16667
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__unclassified_g__Staphylococcus,ASV59,67,0.00015,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Baekduia,s__unclassified_g__Baekduia,ASV286,49,0.00011,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Phenylobacterium,s__unclassified_g__Phenylobacterium,ASV294,39,9.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia-Caballeronia-Paraburkholderia,s__unclassified_g__Burkholderia-Caballeronia-Paraburkholderia,ASV398,115,0.00026,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Parvularculaceae,g__Amphiplicatus,s__uncultured_Rhizobiales_bacterium_g__Amphiplicatus,ASV397,111,0.00025,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__unclassified_g__Pseudomonas,ASV232,99,0.00022,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__unclassified_g__Massilia,ASV129,110,0.00025,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__unclassified_g__Staphylococcus,ASV488,109,0.00025,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium,s__Sphingobium_xenophagum,ASV66,112,0.00025,0.16667
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Holosporales,f__Holosporaceae,g__norank_f__Holosporaceae,s__unclassified_g__norank_f__Holosporaceae,ASV489,96,0.00022,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__unclassified_f__Sphingomonadaceae,s__unclassified_f__Sphingomonadaceae,ASV763,122,0.00028,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Aquabacterium,s__unclassified_g__Aquabacterium,ASV767,104,0.00023,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__unclassified_g__Novosphingobium,ASV43,89,0.0002,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadia,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,s__unclassified_g__Gemmatimonas,ASV254,81,0.00018,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__unclassified_g__Nocardioides,ASV253,69,0.00016,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Aquabacterium,s__unclassified_g__Aquabacterium,ASV406,75,0.00017,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Acidovorax,s__unclassified_g__Acidovorax,ASV500,70,0.00016,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Xanthobacteraceae,g__Xanthobacter,s__unclassified_g__Xanthobacter,ASV269,63,0.00014,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Dependentiae,c__Babeliae,o__Babeliales,f__Vermiphilaceae,g__norank_f__Vermiphilaceae,s__uncultured_bacterium_f__Vermiphilaceae,ASV541,64,0.00014,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Cyanobacteriota,c__Sericytochromatia,o__norank_c__Sericytochromatia,f__norank_c__Sericytochromatia,g__norank_c__Sericytochromatia,s__uncultured_Bacillales_bacterium_c__Sericytochromatia,ASV604,64,0.00014,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Rhizobiaceae,g__unclassified_f__Rhizobiaceae,s__unclassified_f__Rhizobiaceae,ASV278,64,0.00014,0.08333
d__Bacteria,k__norank_d__Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria,ASV606,53,0.00012,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Cyanobacteriota,c__Cyanobacteriia,o__Cyanobacteriales,f__Chroococcidiopsaceae,g__Chroococcidiopsis_SAG_2023,s__unclassified_g__Chroococcidiopsis_SAG_2023,ASV576,131,0.0003,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Schleiferilactobacillus,s__Lactobacillus_harbinensis,ASV34,133,0.0003,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__unclassified_f__Oxalobacteraceae,s__unclassified_f__Oxalobacteraceae,ASV583,112,0.00025,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Aquabacterium,s__unclassified_g__Aquabacterium,ASV436,91,0.00021,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Gemmatimonadota,c__Longimicrobiia,o__Longimicrobiales,f__Longimicrobiaceae,g__Longimicrobium,s__uncultured_bacterium_g__Longimicrobium,ASV248,74,0.00017,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__unclassified_f__Comamonadaceae,s__unclassified_f__Comamonadaceae,ASV537,79,0.00018,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Beijerinckiaceae,g__Methylobacterium,s__unclassified_g__Methylobacterium,ASV149,67,0.00015,0.16667
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__norank_f__Prevotellaceae,s__uncultured_Prevotella_sp._f__Prevotellaceae,ASV539,66,0.00015,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Mycobacteriales,f__Nocardiaceae,g__Gordonia,s__unclassified_g__Gordonia,ASV268,63,0.00014,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Beijerinckiaceae,g__Methylobacterium,s__unclassified_g__Methylobacterium,ASV409,64,0.00014,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Aquabacterium,s__unclassified_g__Aquabacterium,ASV773,78,0.00018,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas,ASV282,51,0.00012,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexota,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__norank_f__JG30-KF-CM45,s__uncultured_bacterium_f__JG30-KF-CM45,ASV284,52,0.00012,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia-Caballeronia-Paraburkholderia,s__unclassified_g__Burkholderia-Caballeronia-Paraburkholderia,ASV775,68,0.00015,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Zoogloea,s__uncultured_bacterium_g__Zoogloea,ASV507,54,0.00012,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__unclassified_f__Micrococcaceae,s__unclassified_f__Micrococcaceae,ASV127,114,0.00026,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__unclassified_g__Massilia,ASV686,91,0.00021,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Myxococcota,c__bacteriap25,o__norank_c__bacteriap25,f__norank_c__bacteriap25,g__norank_c__bacteriap25,s__uncultured_soil_bacterium_c__bacteriap25,ASV431,103,0.00023,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas,ASV238,86,0.00019,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Alkanindiges,s__uncultured_bacterium_g__Alkanindiges,ASV538,75,0.00017,0.08333
d__Bacteria,k__norank_d__Bacteria,p__SAR324_clade(Marine_group_B),c__norank_p__SAR324_clade(Marine_group_B),o__norank_p__SAR324_clade(Marine_group_B),f__norank_p__SAR324_clade(Marine_group_B),g__norank_p__SAR324_clade(Marine_group_B),s__uncultured_bacterium_p__SAR324_clade(Marine_group_B),ASV270,71,0.00016,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus,s__unclassified_g__Paenibacillus,ASV443,71,0.00016,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadia,o__Gemmatimonadales,f__Gemmatimonadaceae,g__norank_f__Gemmatimonadaceae,s__unclassified_g__norank_f__Gemmatimonadaceae,ASV274,62,0.00014,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas,ASV772,79,0.00018,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Micrococcales,f__Cellulomonadaceae,g__Cellulomonas,s__unclassified_g__Cellulomonas,ASV281,60,0.00014,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__unclassified_g__Brevundimonas,ASV289,50,0.00011,0.08333
d__Bacteria,k__norank_d__Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria,ASV697,52,0.00012,0.16667
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__unclassified_f__Enterobacteriaceae,s__unclassified_f__Enterobacteriaceae,ASV776,67,0.00015,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Sutcliffiella,s__unclassified_g__Sutcliffiella,ASV725,127,0.00029,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Beijerinckiaceae,g__Methylobacterium,s__unclassified_g__Methylobacterium,ASV582,108,0.00024,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__Hirschia,s__unclassified_g__Hirschia,ASV585,107,0.00024,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__LWQ8,g__norank_f__LWQ8,s__uncultured_bacterium_f__LWQ8,ASV588,103,0.00023,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Acidovorax,s__unclassified_g__Acidovorax,ASV614,111,0.00025,0.16667
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas,ASV727,120,0.00027,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Aeromicrobium,s__unclassified_g__Aeromicrobium,ASV596,91,0.00021,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Beijerinckiaceae,g__Methylobacterium,s__unclassified_g__Methylobacterium,ASV53,72,0.00016,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bdellovibrionota,c__Bacteriovoracia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__unclassified_g__Peredibacter,ASV444,66,0.00015,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Granulicatella,s__unclassified_g__Granulicatella,ASV506,66,0.00015,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unclassified_g__Acinetobacter,ASV695,54,0.00012,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__unclassified_g__Brevundimonas,ASV737,60,0.00014,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__unclassified_g__Nocardioides,ASV298,45,0.0001,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Pseudoleptotrichia,s__unclassified_g__Pseudoleptotrichia,ASV160,53,0.00012,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Noviherbaspirillum,s__unclassified_g__Noviherbaspirillum,ASV296,51,0.00012,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__unclassified_g__Chryseobacterium,ASV295,54,0.00012,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas,ASV510,53,0.00012,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas,ASV297,52,0.00012,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Segatella,s__Prevotella_salivae,ASV163,52,0.00012,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia-Caballeronia-Paraburkholderia,s__unclassified_g__Burkholderia-Caballeronia-Paraburkholderia,ASV299,48,0.00011,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Xanthobacteraceae,g__Xanthobacter,s__unclassified_g__Xanthobacter,ASV698,49,0.00011,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__unclassified_g__Nocardioides,ASV306,46,0.0001,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces_graevenitzii,ASV513,41,9.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Staphylococcales,f__Gemellaceae,g__Gemella,s__unclassified_g__Gemella,ASV176,40,9.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__unclassified_g__Staphylococcus,ASV452,33,7.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria,ASV704,25,6.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__unclassified_f__Myxococcaceae,s__unclassified_f__Myxococcaceae,ASV361,14,3.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Exiguobacterales,f__Exiguobacteraceae,g__Exiguobacterium,s__unclassified_g__Exiguobacterium,ASV635,8,2.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Tepidisphaerales,f__WD2101_soil_group,g__norank_f__WD2101_soil_group,s__unclassified_g__norank_f__WD2101_soil_group,ASV366,7,2.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Acidovorax,s__unclassified_g__Acidovorax,ASV373,5,1.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Dongiales,f__Dongiaceae,g__Dongia,s__unclassified_g__Dongia,ASV168,48,0.00011,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kineosporiales,f__Kineosporiaceae,g__Quadrisphaera,s__Quadrisphaera_granulorum,ASV610,52,0.00012,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__Deinococcus_wulumuqiensis,ASV543,52,0.00012,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Limnochordia,o__Limnochordales,f__norank_o__Limnochordales,g__norank_o__Limnochordales,s__uncultured_bacterium_o__Limnochordales,ASV777,60,0.00014,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Gemmatimonadota,c__Longimicrobiia,o__Longimicrobiales,f__Longimicrobiaceae,g__Longimicrobium,s__uncultured_bacterium_g__Longimicrobium,ASV310,41,9.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Malikia,s__unclassified_g__Malikia,ASV670,43,0.0001,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Aquabacterium,s__unclassified_g__Aquabacterium,ASV548,38,9.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__unclassified_f__Comamonadaceae,s__unclassified_f__Comamonadaceae,ASV324,26,6.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Pleomorphomonadaceae,g__Pinisolibacter,s__unclassified_g__Pinisolibacter,ASV332,23,5.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Rhizobiaceae,g__Rhizobium,s__unclassified_g__Rhizobium,ASV419,15,3.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Gemmatimonadota,c__Longimicrobiia,o__Longimicrobiales,f__Longimicrobiaceae,g__norank_f__Longimicrobiaceae,s__metagenome_f__Longimicrobiaceae,ASV350,17,4.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__unclassified_g__Pseudomonas,ASV524,15,3.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Yersiniaceae,g__Serratia,s__unclassified_g__Serratia,ASV642,1,2.25561e-6,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Pseudoleptotrichia,s__uncultured_bacterium_g__Pseudoleptotrichia,ASV159,60,0.00014,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Micavibrionales,f__norank_o__Micavibrionales,g__norank_o__Micavibrionales,s__uncultured_bacterium_o__Micavibrionales,ASV612,50,0.00011,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__norank_f__Sphingomonadaceae,s__unclassified_g__norank_f__Sphingomonadaceae,ASV64,48,0.00011,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Gammaproteobacteria_,f__norank_o__Gammaproteobacteria_,g__Acidibacter,s__unclassified_g__Acidibacter,ASV165,48,0.00011,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__unclassified_g__Streptococcus,ASV170,45,0.0001,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__unclassified_c__Alphaproteobacteria,f__unclassified_c__Alphaproteobacteria,g__unclassified_c__Alphaproteobacteria,s__unclassified_c__Alphaproteobacteria,ASV616,40,9.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Ligilactobacillus,s__Lactobacillus_aviarius,ASV778,47,0.00011,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__[Clostridium]_innocuum_group,s__unclassified_g__[Clostridium]_innocuum_group,ASV316,32,7.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__unclassified_g__Streptococcus,ASV325,31,7.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Aquabacterium,s__unclassified_g__Aquabacterium,ASV743,37,8.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__unclassified_o__Burkholderiales,g__unclassified_o__Burkholderiales,s__unclassified_o__Burkholderiales,ASV331,28,6.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Beijerinckiaceae,g__Methylobacterium,s__unclassified_g__Methylobacterium,ASV517,27,6.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Mycobacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__unclassified_g__Corynebacterium,ASV455,24,5.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__Ellin6067,s__unclassified_g__Ellin6067,ASV345,17,4.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__Deinococcus_geothermalis_DSM_11300,ASV457,15,3.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__unclassified_g__Clostridium,ASV784,15,3.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas_catoniae,ASV184,9,2.0E-5,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__norank_f__Caulobacteraceae,s__unclassified_g__norank_f__Caulobacteraceae,ASV673,3,6.76682e-6,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__unclassified_g__Cutibacterium,ASV641,3,6.76682e-6,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Rhizobiaceae,g__Aureimonas,s__unclassified_g__Aureimonas,ASV786,3,6.76682e-6,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Lautropia,s__unclassified_g__Lautropia,ASV190,2,4.51121e-6,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Priestia,s__unclassified_g__Priestia,ASV746,2,4.51121e-6,0.08333
d__Bacteria,k__norank_d__Bacteria,p__Cyanobacteriota,c__Cyanobacteriia,o__Chloroplast,f__norank_o__Chloroplast,g__norank_o__Chloroplast,s__unclassified_g__norank_o__Chloroplast,ASV738,62,0.00014,0.08333
